Country,Customer_ID,Description,Invoice_Date,Item_Code,Invoice_ID,No_of_Rows,Unit_Price,Quantity,Sales_Amount
United Kingdom,15311,LUNCH BAG CARS BLUE,4/4/2011,20728,548863,1,1.45,100,145.0
United Kingdom,18044,BREAD BIN DINER STYLE MINT,29-03-2011,22849,548003,1,16.95,1,16.95
United Kingdom,16229,REVOLVER WOODEN RULER,11/5/2011,22992,552723,1,1.95,12,23.4
United Kingdom,14099,BLUE HAPPY BIRTHDAY BUNTING,5/7/2011,47590A,559000,1,5.45,2,10.9
United Kingdom,13869,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,30-01-2011,85062,542619,1,1.65,6,9.9
United Kingdom,17530,REX CASH+CARRY JUMBO SHOPPER,20-04-2011,21034,550819,1,0.95,2,1.9
United Kingdom,13109,FANCY FONTS BIRTHDAY WRAP,5/7/2011,21497,559034,1,0.42,25,10.5
United Kingdom,16422,PAPER CHAIN KIT EMPIRE,4/4/2011,22084,548807,1,2.55,80,204.0
United Kingdom,15119,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,8/4/2011,22943,549307,1,4.95,3,14.85
United Kingdom,15811,HANGING HEART JAR T-LIGHT HOLDER,18-05-2011,84978,553672,1,1.25,12,15.0
United Kingdom,17997,SET/4 DAISY MIRROR MAGNETS,10/7/2011,21306,559548,1,0.29,24,6.96
EIRE,14156,LARGE CAKE STAND  HANGING STRAWBERY,3/2/2011,22061,543114,1,9.95,2,19.9
United Kingdom,15437,SET 7 BABUSHKA NESTING BOXES,22-03-2011,22752,547367,1,8.5,1,8.5
United Kingdom,13408,SET 40 HEART SHAPE PETIT FOUR CASES,24-07-2011,23297,561073,1,1.65,48,79.2
United Kingdom,13971,GROW A FLYTRAP OR SUNFLOWER IN TIN,9/5/2011,22693,552418,1,1.25,24,30.0
United Kingdom,15738,PAPER BUNTING RETROSPOT,17-01-2011,22090,541408,1,2.95,18,53.1
United Kingdom,13187,CREAM SWEETHEART LETTER RACK,6/1/2011,85064,540397,1,5.45,1,5.45
France,12437,SET/6 RED SPOTTY PAPER PLATES,2/2/2011,21094,543030,1,0.85,12,10.2
United Kingdom,15508,LOVE BUILDING BLOCK WORD,28-04-2011,21755,551412,1,5.95,2,11.9
United Kingdom,17535,FELT EGG COSY CHICKEN,4/3/2011,22262,545665,1,0.85,12,10.2
United Kingdom,15311,WHITE SPOT BLUE CERAMIC DRAWER KNOB,10/5/2011,21673,552574,1,1.06,96,101.76
United Kingdom,13138,RED FLORAL FELTCRAFT SHOULDER BAG,29-07-2011,20969,561796,1,3.75,4,15.0
United Kingdom,13694,CHARLOTTE BAG SUKI DESIGN,22-03-2011,22355,547362,1,0.72,100,72.0
United Kingdom,16746,JUMBO BAG WOODLAND ANIMALS,18-04-2011,20712,550408,1,2.08,10,20.8
United Kingdom,17068,JUMBO BAG VINTAGE LEAF,14-07-2011,23202,560042,1,2.08,10,20.8
United Kingdom,17377,VINTAGE BILLBOARD DRINK ME MUG,24-02-2011,21071,544916,1,1.25,3,3.75
United Kingdom,14307,ASSORTED COLOUR BIRD ORNAMENT,19-01-2011,84879,541588,1,1.69,8,13.52
United Kingdom,17362,RETROSPOT LARGE MILK JUG,3/2/2011,21533,543053,1,4.95,3,14.85
United Kingdom,13263,GARDENERS KNEELING PAD CUP OF TEA,18-05-2011,23300,553702,1,1.65,2,3.3
United Kingdom,15465,CLASSIC FRENCH STYLE BASKET BROWN,24-07-2011,21793,561021,1,3.95,5,19.75
United Kingdom,13824,ENAMEL FLOWER JUG CREAM,20-05-2011,22427,554032,1,5.45,24,130.8
United Kingdom,17061,EUCALYPTUS & PINECONE  WREATH,21-04-2011,21352,550925,1,6.75,6,40.5
Germany,12480,GLASS CHALICE GREEN  LARGE,17-03-2011,21320,546851,1,2.55,6,15.3
United Kingdom,14022,MINI PAINT SET VINTAGE,28-04-2011,22492,551426,1,0.65,36,23.4
United Kingdom,14415,FAWN BLUE HOT WATER BOTTLE,18-01-2011,21481,541504,1,2.95,1,2.95
United Kingdom,14388,LARGE YELLOW BABUSHKA NOTEBOOK,20-05-2011,22756,554059,1,1.25,12,15.0
United Kingdom,13534,JUMBO BAG ALPHABET,21-04-2011,23201,550830,1,1.95,20,39.0
United Kingdom,15114,12 PENCIL SMALL TUBE WOODLAND,8/4/2011,20973,549309,1,0.65,24,15.6
United Kingdom,17663,WASHROOM METAL SIGN,8/7/2011,82552,559420,1,1.45,12,17.4
United Kingdom,18283,JUMBO BAG APPLES,14-07-2011,23199,560025,1,2.08,1,2.08
United Kingdom,16923,BIRDHOUSE DECORATION MAGIC GARDEN,6/3/2011,22251,545681,1,1.25,2,2.5
United Kingdom,18009,IVORY HANGING DECORATION  HEART,18-04-2011,21385,550467,1,0.85,6,5.1
United Kingdom,13018,SPACEBOY CHILDRENS EGG CUP,5/4/2011,22975,548920,1,1.25,12,15.0
United Kingdom,16133,REGENCY TEA PLATE ROSES,20-07-2011,23170,560634,1,1.45,48,69.6
United Kingdom,13636,LOVE GARLAND PAINTED ZINC,24-03-2011,22341,547570,1,1.65,12,19.8
United Kingdom,17774,HEART IVORY TRELLIS SMALL,7/2/2011,22297,543349,1,1.25,6,7.5
United Kingdom,17765,LUNCH BAG DOILEY PATTERN,13-05-2011,23209,553129,1,1.65,2,3.3
United Kingdom,12928,RED  HARMONICA IN BOX,15-07-2011,21915,560107,1,1.25,12,15.0
United Kingdom,13571,HAND OVER THE CHOCOLATE   SIGN,27-04-2011,85152,551281,1,2.1,4,8.4
United Kingdom,15834,FELTCRAFT CUSHION RABBIT,7/3/2011,22570,545901,1,3.75,2,7.5
United Kingdom,16912,SET OF 72 PINK HEART PAPER DOILIES,20-01-2011,84988,541686,1,1.45,12,17.4
United Kingdom,14527,GREEN POLKADOT BOWL,7/7/2011,20674,559302,1,1.25,3,3.75
United Kingdom,16779,PACK OF 6 SKULL PAPER PLATES,4/5/2011,21988,551833,1,0.85,12,10.2
United Kingdom,15867,APPLE BATH SPONGE,27-05-2011,20963,554964,1,1.25,2,2.5
United Kingdom,17734,TREASURE TIN GYMKHANA DESIGN,26-07-2011,23241,561220,1,2.08,6,12.48
United Kingdom,16965,DOORMAT MULTICOLOUR STRIPE,27-04-2011,48116,551268,1,7.95,2,15.9
United Kingdom,18225,ENAMEL FLOWER JUG CREAM,19-05-2011,22427,553915,1,5.95,3,17.85
United Kingdom,17585,SET OF 4 PANTRY JELLY MOULDS,21-03-2011,22993,547240,1,1.25,4,5.0
United Kingdom,15214,20 DOLLY PEGS RETROSPOT,11/4/2011,22567,549583,1,1.45,12,17.4
United Kingdom,16136,SET OF 4 NAPKIN CHARMS CUTLERY,7/3/2011,22604,545711,1,2.55,6,15.3
United Kingdom,15867,WRAP FOLK ART,10/1/2011,16169K,540687,1,0.42,25,10.5
United Kingdom,13394,PINK OWL SOFT TOY,17-03-2011,22175,546890,1,2.95,6,17.7
United Kingdom,17926,12 COLOURED PARTY BALLOONS,29-07-2011,22436,561803,1,0.65,20,13.0
United Kingdom,15810,PINK POLKADOT BOWL,21-04-2011,20677,550993,1,1.25,8,10.0
EIRE,14911,FRENCH ENAMEL WATER BASIN,23-05-2011,85059,554139,1,3.75,4,15.0
United Kingdom,14231,JUMBO BAG RED RETROSPOT,21-04-2011,85099B,550988,1,2.08,10,20.8
France,12567,RED RETROSPOT PICNIC BAG,22-05-2011,21936,554097,1,2.95,5,14.75
United Kingdom,17811,PEG BAG APPLES DESIGN,20-02-2011,22896,544450,1,2.55,1,2.55
United Kingdom,17555,JUMBO BAG RED RETROSPOT,9/1/2011,85099B,540520,1,1.95,2,3.9
EIRE,14156,DOILEY STORAGE TIN,19-07-2011,23236,560445,1,2.49,48,119.52
United Kingdom,17841,PLASTERS IN TIN WOODLAND ANIMALS,25-07-2011,22554,561113,1,1.65,10,16.5
United Kingdom,13918,KINGS CHOICE TEA CADDY,31-03-2011,22358,548542,1,2.95,6,17.7
United Kingdom,15555,HOME SWEET HOME MUG,17-04-2011,21877,550331,1,1.25,2,2.5
United Kingdom,13136,LUNCH BAG APPLE DESIGN,11/5/2011,23206,552817,1,1.65,10,16.5
United Kingdom,18008,PAPER CHAIN KIT LONDON,25-01-2011,22911,542083,1,2.95,1,2.95
United Kingdom,14292,SET OF 3 REGENCY CAKE TINS,17-07-2011,23245,560246,1,4.95,4,19.8
Denmark,12435,GROW A FLYTRAP OR SUNFLOWER IN TIN,17-03-2011,22693,546780,1,1.06,144,152.64
United Kingdom,17372,WHITE HANGING HEART T-LIGHT HOLDER,26-01-2011,85123A,542258,1,2.95,12,35.4
United Kingdom,15976,DAISY GARDEN MARKER,3/5/2011,22479,551724,1,1.25,3,3.75
United Kingdom,14404,LUNCH BAG SPACEBOY DESIGN,25-03-2011,22382,547719,1,1.65,10,16.5
United Kingdom,16726,SET OF 3 HEART COOKIE CUTTERS,27-05-2011,84378,554927,1,1.25,12,15.0
United Kingdom,17362,SET/6 FROG PRINCE T-LIGHT CANDLES,3/2/2011,85173,543053,1,2.55,2,5.1
United Kingdom,13280,DINOSAUR KEYRINGS ASSORTED,27-01-2011,21829,542408,1,0.21,36,7.56
United Kingdom,17921,36 PENCILS TUBE RED RETROSPOT,18-03-2011,20979,546993,1,1.25,2,2.5
United Kingdom,15641,FELTCRAFT HAIRBAND PINK AND BLUE,2/3/2011,22586,545415,1,0.85,12,10.2
United Kingdom,13117,ANTIQUE SILVER TEA GLASS ENGRAVED,7/3/2011,84947,545710,1,1.25,12,15.0
United Kingdom,16729,SPACE OWL,6/5/2011,21026,552065,1,1.25,10,12.5
United Kingdom,16807,LUNCH BAG ALPHABET DESIGN,8/5/2011,23207,552261,1,1.65,10,16.5
United Kingdom,17696,REGENCY TEAPOT ROSES,7/7/2011,23173,559330,1,9.95,2,19.9
United Kingdom,14289,CACTI T-LIGHT CANDLES,23-02-2011,85175,544791,1,0.42,16,6.72
United Kingdom,16327,HANGING HEART JAR T-LIGHT HOLDER,24-05-2011,84978,554494,1,1.25,7,8.75
United Kingdom,13715,DOORMAT RESPECTABLE HOUSE,5/1/2011,22365,540168,1,7.95,2,15.9
United Kingdom,14722,WOODEN PICTURE FRAME WHITE FINISH,15-07-2011,82482,560212,1,2.55,2,5.1
United Kingdom,16546,HANGING CHICK  YELLOW DECORATION,22-02-2011,22292,544637,1,1.45,24,34.8
United Kingdom,13263,TOILET SIGN OCCUPIED OR VACANT,29-03-2011,23182,548188,1,0.83,3,2.49
United Kingdom,16326,DOORMAT HEARTS,9/5/2011,48194,552376,1,7.95,2,15.9
United Kingdom,14276,SET OF 3 CAKE TINS PANTRY DESIGN,23-02-2011,22720,544695,1,4.95,3,14.85
United Kingdom,13013,YOU'RE CONFUSING ME METAL SIGN,28-07-2011,21169,561529,1,1.69,12,20.28
United Kingdom,18218,LUNCH BAG  BLACK SKULL.,12/5/2011,20727,552960,1,1.65,20,33.0
Australia,12434,ASSORTED COLOUR MINI CASES,24-03-2011,20749,547659,1,7.95,2,15.9
United Kingdom,18094,KITCHEN METAL SIGN,15-04-2011,82578,550283,1,0.55,48,26.4
United Kingdom,16401,PACK OF 12 SUKI TISSUES,1/5/2011,21982,551524,1,0.29,12,3.48
United Kingdom,17654,EASTER TIN CHICKS IN GARDEN,7/3/2011,22861,545835,1,1.65,1,1.65
United Kingdom,16904,DECORATION WHITE CHICK MAGIC GARDEN,24-03-2011,22249,547651,1,0.85,1,0.85
United Kingdom,17686,BLUE POLKADOT GARDEN PARASOL,23-05-2011,15058A,554283,1,7.95,2,15.9
United Kingdom,17213,DOORMAT WELCOME PUPPIES,21-07-2011,48188,560882,1,7.95,2,15.9
United Kingdom,12948,VICTORIAN SEWING BOX SMALL,20-03-2011,21259,547030,1,5.95,2,11.9
United Kingdom,13658,CREAM SWEETHEART EGG HOLDER,19-05-2011,22854,553894,1,4.95,8,39.6
United Kingdom,15005,CIRCUS PARADE LUNCH BOX,17-05-2011,22631,553522,1,1.95,2,3.9
United Kingdom,15704,NATURAL SLATE RECTANGLE CHALKBOARD,8/5/2011,22488,552281,1,1.65,2,3.3
United Kingdom,17126,GARDENERS KNEELING PAD KEEP CALM,10/7/2011,23301,559543,1,1.65,2,3.3
Spain,12539,SMALL KITCHEN FLOWER POTS PLAQUE,27-01-2011,84638,542303,1,6.95,2,13.9
United Kingdom,16059,RIBBON REEL LACE DESIGN,16-01-2011,22078,541260,1,2.1,1,2.1
United Kingdom,13001,RED RETROSPOT PEG BAG,16-02-2011,21155,544177,1,2.55,6,15.3
United Kingdom,14543,FRYING PAN UNION FLAG,16-02-2011,22207,544178,1,4.25,64,272.0
United Kingdom,18204,PACK OF 60 DINOSAUR CAKE CASES,31-05-2011,21975,555124,1,0.55,1,0.55
United Kingdom,14211,EDWARDIAN HEART PHOTO FRAME,16-05-2011,23070,553227,1,4.15,8,33.2
United Kingdom,16945,JUMBO SHOPPER VINTAGE RED PAISLEY,9/3/2011,22411,546119,1,1.95,10,19.5
United Kingdom,16440,BALLOON WATER BOMB PACK OF 35,9/5/2011,22440,552365,1,0.42,6,2.52
United Kingdom,14064,HANGING HEART ZINC T-LIGHT HOLDER,12/5/2011,84970S,552954,1,0.85,12,10.2
United Kingdom,16440,DELUXE SEWING KIT,9/5/2011,22654,552365,1,5.95,3,17.85
United Kingdom,14062,RED HEART SHAPE LOVE BUCKET,13-04-2011,21563,549980,1,2.95,2,5.9
United Kingdom,17841,WHITE SPOT RED CERAMIC DRAWER KNOB,12/1/2011,21672,540943,1,1.25,2,2.5
United Kingdom,15513,PINK REGENCY TEACUP AND SAUCER,26-07-2011,22698,561258,1,2.95,6,17.7
United Kingdom,15660,MULTI COLOUR SILVER T-LIGHT HOLDER,19-05-2011,84945,553750,1,0.85,24,20.4
Australia,12393,LUNCH BAG WOODLAND,11/1/2011,20726,540700,1,1.65,20,33.0
United Kingdom,14472,VICTORIAN GLASS HANGING T-LIGHT,27-03-2011,22178,547850,1,1.25,6,7.5
United Kingdom,17841,JUMBO BAG DOLLY GIRL DESIGN,11/4/2011,22663,549690,1,2.08,1,2.08
United Kingdom,17979,"DECORATION , WOBBLY RABBIT , METAL",25-03-2011,22286,547772,1,1.65,2,3.3
United Kingdom,12982,VICTORIAN GLASS HANGING T-LIGHT,11/4/2011,22178,549646,1,1.25,12,15.0
United Kingdom,13148,DINOSAUR KEYRINGS ASSORTED,30-01-2011,21829,542610,1,0.21,36,7.56
Singapore,12744,PACK OF 60 PINK PAISLEY CAKE CASES,25-01-2011,21977,542102,1,0.55,24,13.2
EIRE,14911,PACK OF 72 RETROSPOT CAKE CASES,31-07-2011,21212,561870,1,0.55,24,13.2
United Kingdom,12945,CREAM HEART CARD HOLDER,24-02-2011,22189,544907,1,3.95,4,15.8
United Kingdom,17364,SPOTTY BUNTING,6/5/2011,23298,552231,1,4.95,5,24.75
United Kingdom,12748,PLASTERS IN TIN SKULLS,6/5/2011,22553,552243,1,1.65,1,1.65
EIRE,14911,CHILDRENS GARDEN GLOVES BLUE,16-05-2011,22524,553348,1,1.25,12,15.0
United Kingdom,17337,PLASTERS IN TIN STRONGMAN,3/4/2011,22555,548714,1,1.65,1,1.65
United Kingdom,18245,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12/5/2011,23192,552881,1,1.65,12,19.8
United Kingdom,15804,FRENCH ENAMEL WATER BASIN,31-07-2011,85059,561889,1,3.75,4,15.0
United Kingdom,15673,EASTER CRAFT 4 CHICKS,16-01-2011,22148,541266,1,1.95,6,11.7
United Kingdom,14056,ROUND SNACK BOXES SET OF4 WOODLAND,28-02-2011,22326,545188,1,2.95,2,5.9
United Kingdom,18160,GLASS HEART T-LIGHT HOLDER,23-05-2011,21313,554281,1,0.85,12,10.2
Poland,12815,BAKING SET 9 PIECE RETROSPOT,25-05-2011,22138,554654,1,4.95,3,14.85
United Kingdom,14532,ANT WHITE WIRE HEART SPIRAL,30-01-2011,84884A,542596,1,3.95,2,7.9
United Kingdom,17593,RELAX LARGE WOOD LETTERS,18-07-2011,21359,560299,1,3.95,6,23.7
United Kingdom,14701,TRAVEL CARD WALLET RETRO PETALS,6/3/2011,22999,545682,1,0.42,2,0.84
United Kingdom,13258,CANDLEHOLDER PINK HANGING HEART,18-05-2011,22804,553680,1,2.95,4,11.8
United Kingdom,15296,WHITE HANGING HEART T-LIGHT HOLDER,17-01-2011,85123A,541280,1,2.95,12,35.4
United Kingdom,17365,POPPY'S PLAYHOUSE BEDROOM,31-03-2011,22745,548451,1,2.1,3,6.3
United Kingdom,14227,ASSORTED COLOUR BIRD ORNAMENT,18-04-2011,84879,550347,1,1.69,16,27.04
United Kingdom,17567,STRAWBERRY   PICNIC BAG,20-04-2011,21937,550773,1,2.95,5,14.75
United Kingdom,15046,"DECORATION , WOBBLY CHICKEN, METAL",16-01-2011,22287,541251,1,1.65,12,19.8
United Kingdom,15493,DOORMAT UNION FLAG,4/4/2011,48138,548739,1,7.95,1,7.95
United Kingdom,13263,TRAVEL CARD WALLET RETRO PETALS,29-03-2011,22999,548188,1,0.42,3,1.26
United Kingdom,12921,200 BENDY SKULL STRAWS,20-03-2011,22316,547066,1,1.25,12,15.0
United Kingdom,16059,HERB MARKER PARSLEY,30-03-2011,22918,548312,1,0.65,2,1.3
United Kingdom,15679,PENS ASSORTED FUNNY FACE,8/7/2011,22610,559466,1,0.19,36,6.84
United Kingdom,17841,ALARM CLOCK BAKELIKE PINK,28-03-2011,22728,547896,1,3.75,1,3.75
Netherlands,14646,CHILDREN'S APRON DOLLY GIRL,29-03-2011,22899,548011,1,1.85,50,92.5
United Kingdom,17994,INFLATABLE POLITICAL GLOBE,22-02-2011,10002,544634,1,0.85,12,10.2
United Kingdom,18172,PLASTERS IN TIN CIRCUS PARADE,31-03-2011,22556,548534,1,1.65,12,19.8
United Kingdom,16062,CARD BILLBOARD FONT,29-07-2011,22983,561783,1,0.42,12,5.04
United Kingdom,18180,STARS GIFT TAPE,26-07-2011,21883,561219,1,0.65,24,15.6
United Kingdom,17175,JAM JAR WITH GREEN LID,21-07-2011,22963,560914,1,0.85,12,10.2
United Kingdom,14823,SINGLE HEART ZINC T-LIGHT HOLDER,29-05-2011,84970L,554991,1,0.95,1,0.95
United Kingdom,15370,DOORMAT FAIRY CAKE,20-05-2011,48185,553925,1,7.95,4,31.8
Germany,12623,POSTAGE,8/3/2011,POST,545994,1,18.0,2,36.0
United Kingdom,13715,DOORMAT NEW ENGLAND,5/1/2011,48187,540168,1,7.95,2,15.9
United Kingdom,12949,COLOUR GLASS T-LIGHT HOLDER HANGING,1/4/2011,84755,548648,1,0.65,32,20.8
United Kingdom,16915,WELCOME  WOODEN BLOCK LETTERS,5/4/2011,22120,548991,1,9.95,2,19.9
United Kingdom,15311,4 TRADITIONAL SPINNING TOPS,14-03-2011,22620,546528,1,1.25,2,2.5
United Kingdom,17972,BEACH HUT KEY CABINET,12/4/2011,84685,549813,1,3.75,1,3.75
United Kingdom,14459,WOODEN CROQUET GARDEN SET,7/7/2011,22605,559311,1,12.75,6,76.5
United Kingdom,14825,SMALL RED RETROSPOT WINDMILL,15-02-2011,21746,544077,1,1.25,8,10.0
United Kingdom,13669,GREEN REGENCY TEACUP AND SAUCER,13-07-2011,22697,559886,1,2.95,6,17.7
United Kingdom,16722,SPACEBOY GIFT WRAP,6/7/2011,22045,559169,1,0.42,50,21.0
United Kingdom,14796,SWEETHEART CERAMIC TRINKET BOX,11/7/2011,21231,559672,1,1.25,8,10.0
United Kingdom,14159,SPACEBOY LUNCH BOX,18-07-2011,22629,560359,1,1.95,1,1.95
United Kingdom,14400,FRENCH BLUE METAL DOOR SIGN 5,13-07-2011,22680,559922,1,1.25,10,12.5
United Kingdom,14049,LUNCH BAG SUKI  DESIGN,26-01-2011,22383,542192,1,1.65,10,16.5
United Kingdom,16712,LUNCH BAG APPLE DESIGN,11/5/2011,23206,552852,1,1.65,3,4.95
United Kingdom,17428,JUMBO BAG WOODLAND ANIMALS,29-03-2011,20712,547987,1,1.95,10,19.5
United Kingdom,13985,CHILDRENS CUTLERY POLKADOT PINK,20-03-2011,84997D,547068,1,4.15,4,16.6
United Kingdom,17841,SET 10 LIGHTS NIGHT OWL,2/2/2011,22179,543033,1,6.75,2,13.5
France,12736,PACK OF 72 RETROSPOT CAKE CASES,11/1/2011,21212,540688,1,0.42,120,50.4
United Kingdom,15607,SKULLS TAPE,7/1/2011,21882,540460,1,0.19,24,4.56
United Kingdom,13769,CANDLEHOLDER PINK HANGING HEART,29-03-2011,22804,548007,1,2.95,6,17.7
United Kingdom,12868,YELLOW BREAKFAST CUP AND SAUCER,16-03-2011,37444A,546683,1,0.39,8,3.12
United Kingdom,17511,CARD BILLBOARD FONT,17-05-2011,22983,553540,1,0.36,72,25.92
United Kingdom,15039,PACK OF 60 MUSHROOM CAKE CASES,16-05-2011,21976,553229,1,0.55,2,1.1
United Kingdom,14462,TRADITIONAL WOODEN SKIPPING ROPE,10/5/2011,21891,552703,1,1.45,2,2.9
United Kingdom,17337,DOORMAT SPOTTY HOME SWEET HOME,3/4/2011,21524,548714,1,7.95,1,7.95
United Kingdom,16709,POPPY'S PLAYHOUSE KITCHEN,3/3/2011,22748,545474,1,2.1,12,25.2
United Kingdom,14808,CHILDS BREAKFAST SET SPACEBOY,18-07-2011,22634,560393,1,9.95,1,9.95
United Kingdom,17107,SET OF 4 NAPKIN CHARMS INSTRUMENT,7/7/2011,22641,559357,1,2.55,1,2.55
United Kingdom,16222,WHITE BEADED GARLAND STRING 20LIGHT,25-01-2011,85047,542107,1,6.35,1,6.35
United Kingdom,15061,RED RETROSPOT WRAP,31-03-2011,21498,548406,1,0.34,25,8.5
Germany,13815,STRAWBERRY LUNCH BOX WITH CUTLERY,25-01-2011,21559,542080,1,2.55,6,15.3
United Kingdom,15874,FELTCRAFT DOLL MARIA,8/4/2011,22272,549431,1,2.95,5,14.75
United Kingdom,16094,SPOTTY BUNTING,4/5/2011,23298,551843,1,4.95,3,14.85
United Kingdom,16710,SET OF 4 NAPKIN CHARMS CUTLERY,16-05-2011,22604,553385,1,2.55,2,5.1
United Kingdom,17428,DRAWER KNOB CERAMIC BLACK,6/7/2011,23034,559158,1,1.45,6,8.7
United Kingdom,14226,JIGSAW RABBIT AND BIRDHOUSE,15-03-2011,22233,546669,1,1.65,24,39.6
United Kingdom,12909,72 SWEETHEART FAIRY CAKE CASES,31-03-2011,84992,548486,1,0.55,24,13.2
United Kingdom,18125,SET/3 VANILLA SCENTED CANDLE IN BOX,27-01-2011,72807C,542393,1,4.25,1,4.25
United Kingdom,17522,COLOUR GLASS T-LIGHT HOLDER HANGING,5/5/2011,84755,552004,1,0.65,16,10.4
United Kingdom,14995,JUMBO STORAGE BAG SUKI,4/3/2011,21931,545649,1,1.95,1,1.95
United Kingdom,16859,DINOSAUR KEYRINGS ASSORTED,18-07-2011,21829,560366,1,0.21,36,7.56
United Kingdom,17505,WOODEN ROUNDERS GARDEN SET,1/7/2011,22607,558704,1,8.5,8,68.0
United Kingdom,13940,DOORMAT KEEP CALM AND COME IN,18-07-2011,23284,560437,1,7.95,2,15.9
United Kingdom,17238,LUNCH BAG DOILEY PATTERN,13-05-2011,23209,553061,1,1.65,2,3.3
United Kingdom,16401,PARTY PIZZA DISH BLUE POLKADOT,1/5/2011,22345,551524,1,0.85,6,5.1
Switzerland,13520,FAWN AND MUSHROOM GREETING CARD,19-01-2011,84247L,541569,1,0.42,12,5.04
United Kingdom,13280,STRAWBERRY LUNCH BOX WITH CUTLERY,27-01-2011,21559,542408,1,2.55,6,15.3
United Kingdom,14291,PLASTERS IN TIN SPACEBOY,9/3/2011,22551,546133,1,1.65,12,19.8
United Kingdom,16392,AIRLINE BAG VINTAGE JET SET BROWN,15-03-2011,22375,546635,1,4.25,1,4.25
United Kingdom,14659,FELTCRAFT HAIRBAND PINK AND BLUE,28-01-2011,22586,542526,1,0.85,12,10.2
United Kingdom,17827,EDWARDIAN PARASOL NATURAL,11/4/2011,15056N,549733,1,5.95,2,11.9
United Kingdom,15874,FRENCH CHATEAU SMALL FRUITBOWL,28-03-2011,85028S,547935,1,1.95,1,1.95
United Kingdom,15708,ROUND STORAGE TIN VINTAGE LEAF,24-07-2011,23244,561043,1,1.95,6,11.7
United Kingdom,15311,LARGE RED BABUSHKA NOTEBOOK,18-04-2011,22757,550493,1,1.25,1,1.25
United Kingdom,13450,LARGE HEART MEASURING SPOONS,5/5/2011,22195,552037,1,1.65,24,39.6
United Kingdom,16409,CHILDRENS CUTLERY POLKADOT PINK,11/4/2011,84997D,549734,1,4.15,3,12.45
United Kingdom,18097,60 TEATIME FAIRY CAKE CASES,18-05-2011,84991,553685,1,0.55,24,13.2
EIRE,14156,DOORMAT BLACK FLOCK,16-05-2011,48173C,553206,1,6.75,10,67.5
United Kingdom,13263,CLASSIC GLASS COOKIE JAR,12/5/2011,23169,553002,1,4.15,2,8.3
United Kingdom,16293,FAUX FUR CHOCOLATE THROW,15-03-2011,22802,546562,1,19.95,1,19.95
United Kingdom,14049,CHILDS GARDEN FORK PINK,23-05-2011,22523,554151,1,0.85,6,5.1
United Kingdom,14462,ENGLISH ROSE GARDEN SECATEURS,17-07-2011,47504K,560256,1,0.79,4,3.16
United Kingdom,16806,NUMBER TILE VINTAGE FONT 3,3/5/2011,22882,551714,1,1.95,2,3.9
United Kingdom,17706,ALARM CLOCK BAKELIKE RED,23-02-2011,22727,544694,1,3.75,4,15.0
United Kingdom,13382,LARGE MEDINA STAMPED METAL BOWL,4/3/2011,21682,545588,1,4.95,4,19.8
United Kingdom,15356,WELCOME  WOODEN BLOCK LETTERS,16-02-2011,22120,544153,1,9.95,1,9.95
United Kingdom,14552,VINTAGE LEAF MAGNETIC NOTEPAD,11/7/2011,23196,559653,1,1.45,2,2.9
United Kingdom,15376,BLUE POLKADOT CUP,1/5/2011,21240,551531,1,0.85,12,10.2
United Kingdom,13098,LUNCH BAG WOODLAND,26-01-2011,20726,542233,1,1.65,10,16.5
United Kingdom,13523,GROW A FLYTRAP OR SUNFLOWER IN TIN,24-05-2011,22693,554348,1,1.25,24,30.0
United Kingdom,13311,DOCTOR'S BAG SOFT TOY,12/7/2011,21056,559806,1,8.95,1,8.95
United Kingdom,13050,HANGING METAL HEART LANTERN,14-07-2011,22464,560097,1,1.65,12,19.8
United Kingdom,13089,WOODEN PICTURE FRAME WHITE FINISH,17-04-2011,82482,550312,1,2.55,24,61.2
United Kingdom,16644,PICNIC BASKET WICKER LARGE,11/5/2011,22501,552820,1,9.95,2,19.9
United Kingdom,13235,PINK PARTY BAGS,11/5/2011,47599A,552864,1,2.1,4,8.4
United Kingdom,17239,RETROSPOT HEART HOT WATER BOTTLE,31-01-2011,21485,542623,1,4.95,3,14.85
United Kingdom,13198,FELTCRAFT CUSHION RABBIT,4/4/2011,22570,548728,1,3.75,4,15.0
United Kingdom,14005,SET OF 36 TEATIME PAPER DOILIES,29-07-2011,84987,561695,1,1.45,12,17.4
United Kingdom,14211,JUMBO BAG PINK POLKADOT,28-02-2011,22386,545075,1,1.95,10,19.5
Cyprus,12455,TEA TIME DES TEA COSY,16-02-2011,47580,544097,1,2.55,6,15.3
United Kingdom,16609,LUNCH BAG SPACEBOY DESIGN,26-05-2011,22382,554814,1,1.65,10,16.5
United Kingdom,13102,SPACEBOY CHILDRENS BOWL,29-07-2011,23290,561715,1,1.25,8,10.0
United Kingdom,14606,VINTAGE GLASS TEA CADDY,4/1/2011,21661,540014,1,5.95,1,5.95
United Kingdom,15044,JAM MAKING SET PRINTED,10/1/2011,22961,540664,1,1.45,8,11.6
United Kingdom,16931,PLASTERS IN TIN WOODLAND ANIMALS,17-07-2011,22554,560244,1,1.65,5,8.25
